,RPFs.DC1_t_bw_star_s.bam,RPFs.DC2_t_bw_star_s.bam,RPFs.DC3_t_bw_star_s.bam,RPFsRawCounts.DC1_t_bw_star_s.bam,RPFsRawCounts.DC2_t_bw_star_s.bam,RPFsRawCounts.DC3_t_bw_star_s.bam,mRNA.DC4_t_star_s.bam,mRNA.DC5_t_star_s.bam,mRNA.DC6_t_star_s.bam,mRNARawCounts.DC4_t_star_s.bam,mRNARawCounts.DC5_t_star_s.bam,mRNARawCounts.DC6_t_star_s.bam,TE.DC1_t_bw_star_s.bam,TE.DC2_t_bw_star_s.bam,TE.DC3_t_bw_star_s.bam
FBgn0001138,32.43140988,37.96939677,31.79244146,8,14,16,124.7775685,156.2251389,161.3695557,335,386,397,0.265797871,0.24785729,0.201961761
FBgn0001139,1537.097773,1307.195562,957.7205376,413,525,525,1616.757108,1452.833923,1507.233539,4728,3910,4039,0.950759397,0.899824624,0.635657883
FBgn0001142,498.247161,365.737294,257.7828282,72,79,76,998.8594686,934.064358,831.2361246,1571,1352,1198,0.499317331,0.392205404,0.310948805
FBgn0001145,37.15947625,54.69178333,94.71112238,5,11,26,0.68283449,33.38872739,32.04227105,1,45,43,22.67571557,1.61947788,2.896626634
FBgn0001147,7.41196169,29.75186783,32.69668557,1,6,9,3.405015081,14.05965097,12.63389729,5,19,17,1.909632893,2.04200402,2.471537291
FBgn0001148,80.43933681,195.0771095,246.420341,8,29,50,121.0223717,170.6534955,185.503271,131,170,184,0.667413161,1.142284396,1.326627355
FBgn0001149,59.00554555,26.31669764,106.0455176,3,2,11,290.9466231,188.5083452,230.7345826,161,96,117,0.205536015,0.144145091,0.461931561
FBgn0001150,149.0387263,74.78081836,228.2849114,16,12,50,429.6340905,424.0643491,445.5052039,502,456,477,0.34841349,0.178280814,0.513510054
FBgn0001168,213.026445,318.2855245,452.4636275,30,67,130,410.3730008,314.7625159,331.7824703,629,444,466,0.520273437,1.011157147,1.362642771
FBgn0001169,173.9798756,110.8509799,62.26505179,63,60,46,680.0003401,654.5260767,574.0014944,2680,2374,2073,0.256945357,0.170627812,0.110025891
FBgn0001174,3418.394325,4069.646592,6490.999807,127,226,492,1741.032854,1486.042882,1362.903386,704,553,505,1.962875911,2.737410361,4.759867798
FBgn0001179,611.9916877,451.6347877,640.1359092,97,107,207,320.5640305,288.4875263,356.153682,553,458,563,1.90628189,1.563572681,1.795126136
FBgn0001180,341.5551775,433.8652434,383.5662726,79,150,181,395.2507766,434.6613505,363.2729452,995,1007,838,0.864490867,0.998172647,1.055709126
FBgn0001185,306.7891359,223.9021979,85.43884406,44,48,25,134.531029,123.9067811,193.6521501,210,178,277,2.270986491,1.800560354,0.444068273
FBgn0001186,132.1958019,160.7995369,76.57665403,33,60,39,151.6410591,105.5833465,103.6283741,412,264,258,0.872607951,1.518056452,0.741449485
FBgn0001189,32.74632976,54.76870337,74.90269905,6,15,28,150.936316,144.937508,158.1482818,301,266,289,0.222108385,0.382140987,0.476930685
FBgn0001197,51814.24469,55725.2525,57300.2588,3825,6149,8630,16616.80019,16587.19909,17481.76497,13351,12265,12871,3.118056789,3.359391347,3.277585606
FBgn0001202,679.8243585,737.2650672,947.0326149,95,154,270,364.2493206,327.2098486,332.2074456,554,458,463,1.863998973,2.249369025,2.845172362
FBgn0001206,589.6408084,361.4034652,320.1627825,167,153,185,699.7406053,697.2445395,630.5074693,2157,1978,1781,0.842880809,0.519020837,0.508565295
FBgn0001208,7.839507471,20.97870082,11.52757851,1,4,3,0.72028546,0,0,1,0,0,5.138395736,21.97870082,12.52757851
FBgn0001215,6763.997353,5677.671612,5493.019336,1119,1404,1854,3023.481589,2775.996708,3437.068948,5444,4600,5671,2.236746085,2.044896775,1.597995683
FBgn0001216,6.100278992,8.162242867,0,1,2,0,0.56048703,6.699311248,4.281569442,1,11,7,4.550040376,1.190008115,0.18933766
FBgn0001218,2360.731483,2367.468891,2450.084191,511,766,1082,1135.018562,1141.533517,1332.664436,2674,2475,2877,2.078955011,2.072997295,1.837856754
FBgn0001220,334.7888226,296.1033773,450.5697266,59,78,162,210.106677,277.0228355,273.0960574,403,489,480,1.590612043,1.068629405,1.647487129
FBgn0001222,683.7343629,709.0043912,678.6416192,120,186,243,715.1098002,613.2148939,713.5490856,1366,1078,1249,0.956186276,1.155954371,0.95114756
FBgn0001223,200.7120215,245.2023676,222.4215937,23,42,52,0,0,0,0,0,0,201.7120215,246.2023676,223.4215937
FBgn0001224,1631.797027,2070.430463,3088.973752,87,165,336,382.5742442,565.5117079,545.3811677,222,302,290,4.256795267,3.656465408,5.655344537
FBgn0001225,476.0754364,483.2371034,643.7182453,29,44,80,737.5687449,327.7898825,510.2637596,489,200,310,0.645945878,1.472785901,1.261028644
FBgn0001226,213.3527722,380.6245902,408.3390401,21,56,82,237.0983773,189.6742497,225.1264504,254,187,221,0.900269774,2.001447971,1.810221844
FBgn0001228,31.44724192,78.89394066,38.53457965,4,15,10,0,0,0,0,0,0,32.44724192,79.89394066,39.53457965
FBgn0001229,50.39683374,33.71576917,16.4679693,3,3,2,3.086937684,21.80284274,3.368738094,2,13,2,12.57587899,1.522431635,3.99840158
FBgn0001230,22.29568575,39.77584242,69.21197405,3,8,19,35.50739348,29.67886879,26.82608739,52,40,36,0.63810871,1.329118186,2.523242778
FBgn0001233,2251.819066,2413.365645,3777.930188,402,644,1376,1948.001075,1592.704462,1827.596182,3785,2848,3254,1.155883953,1.514939377,2.066574471
FBgn0001235,257.692603,242.6686719,87.86626273,184,259,128,592.1702884,616.4700768,807.153517,4602,4409,5748,0.436118612,0.39462426,0.109962106
FBgn0001247,96.42662577,74.1864569,108.7058363,20,23,46,73.97744279,70.27609199,102.4844771,167,146,212,1.299412492,1.054862224,1.060118767
FBgn0001248,34.06030875,36.45846526,76.7952693,5,8,23,227.8220887,166.6220346,151.6305831,364,245,222,0.153220823,0.223469816,0.509696469
FBgn0001250,38.61717122,71.96922878,78.4166836,14,39,58,84.64762128,129.9816942,116.4366689,334,472,421,0.462560088,0.557094861,0.67625116
FBgn0001253,37.05744192,47.81244852,50.5987821,14,27,39,0.243199832,7.927868327,4.246416984,1,30,16,30.6124896,5.467424779,9.835051666
FBgn0001254,475.6717545,629.9598018,1565.435712,49,97,329,150.7349141,164.7585563,219.9758363,169,170,226,3.141477078,3.806499139,7.088719468
FBgn0001256,174.5321926,206.5807492,329.0260262,13,23,50,3.700575904,0,0,3,0,0,37.34269933,207.5807492,330.0260262
FBgn0001257,74.60318695,95.66075189,73.13334396,12,23,24,90.82159572,134.6863677,147.7337544,159,217,237,0.823370432,0.712383665,0.498429857
FBgn0001258,25.6136328,22.84755521,16.73932615,3,4,4,50.20486087,52.84810104,57.35614866,64,62,67,0.519748171,0.442867153,0.30398384
FBgn0001269,8.403729499,9.370238263,9.61118431,3,5,7,8.236006066,14.54259556,13.48178205,32,52,48,1.018159736,0.667214058,0.732726419
FBgn0001276,159.6477415,244.1262846,245.9322457,7,16,22,442.1433159,382.526735,320.1459627,211,168,140,0.362518706,0.639137411,0.7689097
FBgn0001280,2957.613102,4661.842953,5348.406982,132,311,487,1245.485496,1192.291402,1374.909482,605,533,612,2.373564002,3.907547601,3.887906183
FBgn0001291,212.0534253,303.9963231,306.863859,21,45,62,123.393848,109.8854694,127.5709521,133,109,126,1.712732814,2.750552662,2.394505555
FBgn0001296,6.19139593,37.27871266,9.104118201,1,9,3,27.30522026,55.01313021,52.14625427,48,89,84,0.254066065,0.683388208,0.190119103
FBgn0001297,19.15843172,19.93771123,6.260323159,9,14,6,27.96851147,37.61650873,39.69955557,143,177,186,0.695873923,0.542195862,0.178388266
FBgn0001301,381.5102896,309.9252507,157.3148177,126,153,106,526.3476789,587.9536474,550.716702,1892,1945,1814,0.725347441,0.52792822,0.286949475
FBgn0001308,566.3611899,548.9558371,459.0258198,127,184,210,483.4901618,430.0853641,379.1760267,1180,966,848,1.171047907,1.275746947,1.210033741
FBgn0001316,215.0930154,256.5557961,127.622897,152,271,184,383.808813,436.5449536,417.1433313,2952,3090,2940,0.561559424,0.588638479,0.307604803
FBgn0001319,7.552064815,12.63093607,3.70163646,2,5,2,36.7754036,47.50004606,51.86943706,106,126,137,0.226392414,0.281049961,0.088929195
FBgn0001320,284.452016,195.3079161,227.4810187,38,39,62,370.7063746,414.0215595,412.803493,539,554,550,0.767950284,0.47300655,0.552148599
FBgn0001323,127.2491044,261.0664879,158.0065634,30,92,76,138.3495345,147.3670861,168.8415152,355,348,397,0.920341104,1.766338443,0.936205516
FBgn0001324,89.55548465,106.987732,72.11407619,42,75,69,137.333594,201.5954147,215.0780713,701,947,1006,0.654616728,0.5330216,0.338368793
FBgn0001325,353.3376741,274.1059166,351.9034423,94,109,191,368.5041483,513.0011982,451.5170606,1067,1367,1198,0.958954522,0.535224271,0.779867707
FBgn0001330,236.4428991,192.0777153,192.4638871,56,68,93,215.3015227,180.8353427,185.4247123,555,429,438,1.097740303,1.061827213,1.037758808
FBgn0001341,901.1172989,1003.749599,759.6924835,200,333,344,494.278281,565.8740067,580.9617697,1194,1258,1286,1.821435208,1.772439002,1.30711762
FBgn0001404,152.9309324,302.1763156,101.1073971,43,127,58,339.1877069,279.7955938,252.4732631,1038,788,708,0.452488227,1.079704676,0.402833008
FBgn0001491,2680.582766,3254.113198,3297.763746,151,274,379,830.2061106,832.9863877,923.7934661,509,470,519,3.226134567,3.903077132,3.567027523
FBgn0001565,634.7000106,576.6416286,449.3630969,81,110,117,993.5241829,1130.41811,1012.725297,1380,1445,1289,0.639200154,0.510546564,0.444265422
FBgn0001612,130.0071779,192.5887033,179.7895505,28,62,79,197.0911597,175.6856471,165.735122,462,379,356,0.661347928,1.095667399,1.08429195
FBgn0001624,240.6739015,212.1118968,130.6809584,167,220,185,374.8592793,337.3984994,380.7574426,2831,2345,2635,0.642990382,0.629766081,0.344933572
FBgn0001941,210.9294105,75.59623846,144.0030763,28,15,39,611.8532087,555.7907551,502.2917064,884,739,665,0.345807785,0.137567368,0.28810941
FBgn0001942,4312.2823,3372.474191,3912.729742,645,754,1194,6964.043662,7424.995967,6740.386478,11337,11124,10055,0.619275702,0.454279023,0.580552644
FBgn0001961,574.3842367,429.0974017,469.2230281,60,67,100,652.6360164,638.4332504,453.0524836,742,668,472,0.880282332,0.672622829,1.035613822
FBgn0001965,250.1060258,169.2908559,129.8003294,85,86,90,217.6291067,212.6824079,262.8682829,805,724,891,1.148548012,0.796934374,0.495703114
FBgn0001970,99.79039718,231.0935012,191.8861506,13,45,51,0,0.766360605,3.078652313,0,1,4,100.7903972,131.3964434,47.29163845
FBgn0001977,428.9287771,550.3906287,834.0628367,61,117,242,217.7214007,195.1587006,187.5392783,337,278,266,1.965645683,2.810941483,4.429118665
FBgn0001978,436.0146815,422.8258415,145.0889676,109,158,74,980.5648244,894.1625602,804.1632954,2668,2239,2005,0.445222435,0.473462431,0.181440173
FBgn0001983,82.08197178,159.7478028,128.0121511,11,32,35,8.227202955,97.59198775,129.4364082,12,131,173,9.004025618,1.630434749,0.989080831
FBgn0001986,878.746465,863.2647609,732.2182816,190,279,323,671.8274265,736.9374881,682.1469117,1581,1596,1471,1.307536569,1.171189667,1.073295171
FBgn0001987,163.2821319,156.4070608,165.5218888,44,63,91,189.5730715,216.7352866,227.7155364,556,585,612,0.862042736,0.722928577,0.728074233
FBgn0001989,401.1425395,805.0999396,1163.332545,24,72,142,760.1661843,740.8976558,710.5728162,495,444,424,0.528324232,1.086537925,1.636280249
FBgn0001990,489.3425962,589.2713773,411.7437842,60,108,103,444.3573153,434.8012672,385.9748655,593,534,472,1.101009413,1.354450805,1.066590678
FBgn0001991,9.491780346,4.23337012,3.876988287,6,4,5,14.97095563,31.90329731,20.46168497,103,202,129,0.656928777,0.15905306,0.227241631
FBgn0001994,1401.173941,1280.096305,801.2478864,372,508,434,1025.753909,931.0811297,1137.520767,2964,2476,3012,1.365637792,1.374447206,0.704640539
FBgn0001995,1769.466696,2049.69888,2039.766288,108,187,254,332.6800673,228.9994535,310.4814774,221,140,189,5.305880901,8.916103273,6.551806242
FBgn0002021,38.83034731,77.93317135,166.5357141,4,12,35,125.7610822,109.5159815,130.4281507,141,113,134,0.314215898,0.714224045,1.27473234
FBgn0002022,615.1797249,431.1567796,1100.822647,63,66,230,512.2871258,564.4530194,483.6638935,571,579,494,1.200458172,0.764266464,2.273374728
FBgn0002031,485.1319559,481.5992927,540.7734504,62,92,141,652.7846165,554.6439942,474.6558333,908,710,605,0.743565914,0.868540464,1.139003062
FBgn0002044,511.1916068,587.3875765,317.5035332,131,225,166,812.7927264,689.1726349,769.6123592,2267,1769,1967,0.629388283,0.852522321,0.413312257
FBgn0002069,73.17104281,190.9121951,143.4588323,10,39,40,8.739739061,21.18483155,19.07514496,13,29,26,7.615300815,8.650604117,7.195904814
FBgn0002121,1232.600809,943.2135684,847.1788067,445,509,624,1598.479608,1813.240429,1889.930447,6281,6557,6805,0.771251351,0.520445666,0.448551034
FBgn0002174,88.10924701,101.8151078,109.9296617,11,19,28,216.3674887,225.509938,198.3722925,294,282,247,0.409947447,0.45390992,0.556394574
FBgn0002183,435.8574946,408.8288281,416.2580483,97,136,189,328.625849,372.787705,409.9863812,796,831,910,1.325313218,1.096421371,1.015260036
FBgn0002283,106.2856301,244.9196081,127.3452583,9,31,22,284.2818958,247.5934262,282.9991934,262,210,239,0.376068835,0.989244212,0.451921207
FBgn0002284,5111.167866,5416.988341,6198.515731,291,461,720,3377.631401,3417.643569,2683.90647,2093,1949,1524,1.513088366,1.58483569,2.309024839
FBgn0002306,26.58845141,42.69078149,54.73566382,10,24,42,26.13922401,60.78778217,44.25439278,107,229,166,1.016552699,0.70711037,1.231607815
FBgn0002354,120.3670294,201.3155727,250.7405234,4,10,17,94.00313503,111.1570591,66.37820233,34,37,22,1.27750552,1.803859466,3.736230928
FBgn0002413,1057.300916,1013.467966,533.5270864,305,437,314,1288.984939,1029.265714,999.9859212,4047,2974,2877,0.820397885,0.984666336,0.534000604
FBgn0002431,1073.364338,913.4846489,694.3198998,588,748,776,1651.877519,1804.78049,1737.332004,9849,9903,9492,0.64999634,0.506420716,0.399992578
FBgn0002441,399.3094811,256.8656923,165.6101729,130,125,110,494.7252258,498.6256136,504.4700897,1753,1626,1638,0.807522919,0.51611784,0.329614306
FBgn0002466,1152.790296,1389.295841,581.0683988,423,762,435,930.7185615,987.9249786,1064.321073,3717,3631,3895,1.238346367,1.405865836,0.546378377
FBgn0002521,849.5708159,941.0678653,948.8828692,122,202,278,1149.110932,1273.658495,1279.147064,1796,1832,1832,0.739555457,0.739074716,0.742010739
FBgn0002524,327.0655098,185.4310942,116.8366909,59,50,43,399.3141216,304.9454154,288.4731185,784,551,519,0.819520202,0.60936064,0.407073
FBgn0002525,3948.808372,4366.349995,3107.680313,890,1471,1429,2297.539074,2558.089961,2606.482448,5636,5775,5859,1.71839949,1.706602761,1.19221524
FBgn0002526,188.6410825,241.9661638,150.1642134,133,255,216,48.86881139,382.1864593,221.1415182,375,2699,1555,3.802799328,0.634067718,0.680486091
FBgn0002542,262.0692252,319.3434326,254.612096,56,102,111,194.7789719,192.9593476,213.4984119,453,413,455,1.343705213,1.651600898,1.191673606
FBgn0002543,724.0301804,881.1789577,547.3835176,271,493,418,577.1063824,704.4392608,693.0092988,2351,2641,2587,1.254146646,1.250538504,0.790167392
FBgn0002552,245.0328813,282.3211246,237.981085,54,93,107,214.2937947,188.4567557,214.7473732,514,416,472,1.142777392,1.495439546,1.107689431
FBgn0002561,423.2047697,586.4761233,711.2001033,28,58,96,202.7501796,258.0336855,247.0218565,146,171,163,2.081984764,2.26795261,2.87152154
FBgn0002566,142.0837708,206.6409847,239.2058439,46,100,158,180.7764879,230.0452355,214.622442,637,746,693,0.787141244,0.898702733,1.114011332
FBgn0002567,377.8465871,418.5844549,171.2612313,93,154,86,437.4979641,427.9300531,335.264558,1172,1055,823,0.863964301,0.978211837,0.51227888
FBgn0002571,36.94831933,18.53897725,18.11017905,4,3,4,0,0,0.926168384,0,0,1,37.94831933,19.53897725,9.921343952
FBgn0002573,13.52962734,31.67989245,46.42072618,2,7,14,2.486175026,47.95147384,36.62729558,4,71,54,4.167784815,0.667597723,1.260274634
FBgn0002577,24.34736902,19.54623446,4.773534712,5,6,2,0.447401982,1.944597835,0.48824442,1,4,1,17.51232162,6.977602924,3.879426414
FBgn0002579,8918.696812,10251.65806,10069.82714,369,634,850,8902.807029,5289.362804,8583.785287,4009,2192,3542,1.001784605,1.937987703,1.173101808
FBgn0002590,1184.325593,1600.647627,2585.845451,99,200,441,3740.36288,4249.419791,3472.479914,3403,3558,2895,0.316816527,0.376821045,0.744741733
FBgn0002592,34.65111453,11.59089661,42.46051644,2,1,5,38.20448269,96.86413665,66.0124822,24,56,38,0.909363218,0.128656902,0.6485436
FBgn0002593,2202.105399,2672.018607,4730.134704,102,185,447,20034.34615,21747.87704,21257.13214,10100,10090,9820,0.109960935,0.122903753,0.222556463
FBgn0002609,25.41081732,118.9998719,93.41313618,2,14,15,5.836795966,79.91291273,28.02635209,5,63,22,3.863040151,1.483074429,3.252669708
FBgn0002622,8926.867223,7998.731458,7065.347489,610,817,985,9559.929957,8887.402091,8905.158059,7110,6083,6069,0.93378649,0.900019078,0.793422646
FBgn0002626,2457.921959,2661.639722,2674.948525,118,191,262,15180.4504,14199.31414,13752.98965,7932,6828,6585,0.161968843,0.187505691,0.194557986
FBgn0002629,393.2148214,526.1259157,760.2278553,18,36,71,523.8582055,752.4267757,681.1974565,261,345,311,0.751088231,0.699637885,1.115846809
FBgn0002631,112.7929136,176.071239,184.2844183,6,14,20,297.0810028,484.2147822,571.1214189,172,258,303,0.381751646,0.364933727,0.323855063
FBgn0002632,14.58272498,39.02370468,42.88624194,1,4,6,4.019534953,5.823531774,10.2350974,3,4,7,3.104416071,5.865540897,3.906173696
FBgn0002633,236.3827049,293.6911298,504.830462,14,26,61,220.2885255,445.0198283,357.2114507,142,264,211,1.072729389,0.66071307,1.412100202
FBgn0002638,4676.208197,3222.215347,2707.835503,667,687,788,3685.155534,3307.878086,3527.39355,5721,4726,5018,1.26885807,0.974111243,0.767724876
FBgn0002641,82.67028134,100.2437375,65.84621815,16,29,26,187.5177563,168.1646879,133.1428383,395,326,257,0.443832363,0.598492148,0.498321185
FBgn0002643,67.301849,37.52110065,15.57763315,36,30,17,199.5935454,220.7989544,226.6240782,1162,1183,1209,0.340498738,0.173675754,0.072828996
FBgn0002645,861.1140103,961.3734273,815.9203289,314,524,607,932.2847939,866.8215313,905.4781867,3700,3166,3293,0.923741623,1.108953157,0.901202413
FBgn0002673,1066.341076,1133.028414,577.3238088,153,243,169,670.4513338,492.6355384,491.2643931,1047,708,703,1.589603032,2.297298971,1.174823564
FBgn0002707,82.76485009,64.59851613,60.8506536,18,21,27,119.1347356,84.46543506,115.2573661,282,184,250,0.697257539,0.767544401,0.532014922
FBgn0002709,7.882991268,5.273766112,12.87946569,3,3,10,8.208514644,9.706424651,10.53865134,34,37,40,0.964649741,0.585981438,1.202867239
FBgn0002715,817.8314135,1016.105776,906.7053089,84,156,190,288.0422822,291.6040352,251.8601528,322,300,258,2.832912221,3.476048358,3.589752275
FBgn0002716,57.67150713,53.05102983,10.60036024,8,11,3,11.25994074,12.23511366,15.90190847,17,17,22,4.785627303,4.083911271,0.686334342
FBgn0002719,70.11947232,39.69335349,50.23159209,13,11,19,136.2836794,110.3918269,97.88792359,275,205,181,0.518047539,0.365317229,0.518077337
FBgn0002723,32.58757528,41.42242002,28.75097705,10,19,18,49.40283378,66.36972031,52.93248907,165,204,162,0.666382676,0.629695653,0.551633673
FBgn0002732,416.9667028,820.4503,1142.099956,17,50,95,175.7773554,470.1554291,324.6247587,78,192,132,2.36436789,1.743480493,3.510482314
FBgn0002733,101.7212166,192.8142096,207.7439378,6,17,25,20.24974306,66.0104472,57.79555877,13,39,34,4.833998053,2.892298405,3.550335131
FBgn0002734,114.5744404,10.95013628,64.18118734,7,1,8,42.10790219,135.62994,218.2712825,28,83,133,2.681049982,0.087463526,0.297262763
FBgn0002735,1073.823205,1254.145192,2042.886841,59,103,229,103.6784109,330.7043699,315.7054875,62,182,173,10.2678594,3.783927212,6.453588339
