"","RPFs.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","mRNA.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC6_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC6_184t_star_Aligned.sortedByCoord.out.bam","TE.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam"
"FBgn0259171",17.3541497957817,20.4022571801821,27.9040709528154,21,26,31,20.1408150175028,18.3939541062125,21.5252048907673,174,162,182,0.868185534975167,1.10355304869605,1.28318792627998
"FBgn0259173",125.768846711387,171.115886480181,128.813283845279,67,96,63,65.9957156424362,137.725884366091,90.5357358195326,251,534,337,1.8921933364809,1.24069049742711,1.4181705394406
"FBgn0259174",572.751841203242,636.7144370769,421.704420768983,287,336,194,992.610842731385,933.362150686831,947.375016672597,3551,3404,3317,0.577441203868134,0.68251313113243,0.445714420284978
"FBgn0259175",4.16143088264091,0,0,2,0,0,0.874334650668209,0.285883260821926,0.595572374342588,3,1,2,2.75374031035538,0.77767557170066,0.626734340654414
"FBgn0259176",126.708463882057,255.673303534016,182.507166264193,152,323,201,378.896404779299,438.325298359876,397.997128650908,3245,3827,3336,0.33616655034219,0.584244304828903,0.459921019694223
"FBgn0259178",107.707327293901,129.34677663862,86.2637170045557,34,43,25,160.62703692779,146.245208665508,145.986959265206,362,336,322,0.672581328967059,0.88523611613553,0.593683395049404
"FBgn0259192",9.82076920089244,0,3.5657104733137,3,0,1,1.83412101391992,0,1.87402810741361,4,0,4,3.81803357998678,1,1.58861023715682
"FBgn0259199",51.7479380512561,15.3554975813863,28.1828481416178,16,5,8,0,0,0,0,0,0,52.7479380512561,16.3554975813863,29.1828481416178
"FBgn0259202",96.2855842754164,159.006269330988,104.877686031594,23,40,23,0,0,0,0,0,0,97.2855842754164,160.006269330988,105.877686031594
"FBgn0259203",48.9583709880646,163.933980194309,131.914653950369,19,67,47,0,0,0,0,0,0,49.9583709880646,164.933980194309,132.914653950369
"FBgn0259204",151.663709335555,28.8026529778026,0,10,2,0,0,0,0,0,0,0,152.663709335555,29.8026529778026,1
"FBgn0259209",3.69676952660105,3.51029162744618,20.133264842275,1,1,5,0.517804858279963,2.03169449466121,0,1,4,0,3.09444886869292,1.48771310413657,21.133264842275
"FBgn0259211",15.9969299514736,20.6149853757294,28.6258420121073,14,19,23,36.0109742349247,88.2309509181509,23.0578908504053,225,562,141,0.45924027407619,0.242236411842749,1.23143970501504
"FBgn0259212",806.584776474789,736.498216181721,768.740745396934,1016,977,889,475.263624857431,472.084348359404,409.025771643814,4274,4328,3600,1.69566755537238,1.55891485046857,1.87729844958526
"FBgn0259214",2023.71822543224,1738.31244264024,1589.84446846119,1478,1337,1066,542.949232512909,488.566399245963,465.796959722727,2831,2597,2377,3.72225587317874,3.5527610663623,3.40800092058469
"FBgn0259221",54.247338418889,70.1425214495173,70.4028808464586,47,64,56,73.7206515618067,72.3138454216565,80.9409907362898,456,456,490,0.739385126656586,0.970383166240278,0.871393916583875
"FBgn0259224",8.7840045915805,1.66818177608298,5.74071030002195,5,1,3,9.10474987082394,5.79308403449265,3.51999822452094,37,24,14,0.968257969435785,0.392779150461702,1.49130817429389
"FBgn0259227",179.938138453697,312.946204633753,138.228070941839,95,174,67,190.753385078551,148.337348046184,165.627591709839,719,570,611,0.943598144979692,2.10226181689435,0.835564323490237
"FBgn0259228",84.3984751056119,109.488576196739,77.6871748382176,71,97,60,125.709166888198,148.13564582629,113.303242689917,755,907,666,0.673972351037267,0.740859608610499,0.688407196387954
"FBgn0259233",1.97946599132787,0,0,1,0,0,0,0,0,0,0,0,2.97946599132787,1,1
"FBgn0259236",8.0176689732776,0,0,2,0,0,1.12303131600979,0.550800293195491,0,2,1,0,4.24754402126587,0.644828353713718,1
"FBgn0259238",748.661755673845,605.578632489704,543.646023762185,108,92,72,132.051867239978,151.438065816474,144.846033752598,136,159,146,5.63435727152722,3.9791808511923,3.73439036872323
"FBgn0259242",7.62173470299229,4.34236075395194,0,5,3,0,2.9892043423668,3.97936211824693,5.01768644097548,14,19,23,2.16126674971907,1.07290063005757,0.166176820578557
"FBgn0259243",107.652761826801,229.518179544812,214.606497854082,53,119,97,409.121156075189,363.638417527441,384.301978737688,1438,1303,1322,0.264928449111465,0.63218292002231,0.559577966768932
"FBgn0259244",11.8055440787631,12.6112853448928,19.2885283083977,8,9,12,7.85458713736769,35.8876750088141,13.7278092415608,38,177,65,1.44620453558154,0.368992769038451,1.37756593500308
"FBgn0259246",1.56983452038298,5.21726314503312,0,2,7,0,0.109943010444755,1.72551960820976,1.01101650982186,1,16,9,2.31528510581209,2.2811294867612,0.497260959875751
"FBgn0259481",16.6795264301931,47.5144594947257,52.4851425416805,9,27,26,93.4517530207406,105.16404806868,105.298836421071,360,413,397,0.18718050078235,0.456976352892466,0.503158306736444
"FBgn0259482",701.97680904303,633.784692936999,777.15285329113,61,58,62,602.848628567598,515.450027009834,686.785067121017,374,326,417,1.164160645211,1.22913091245692,1.13138957283324
"FBgn0259483",360.632051623421,314.486189946975,464.962644524359,49,45,58,763.888893799931,888.859573848467,795.256180721925,741,879,755,0.472790302689389,0.354534804387798,0.58519187141743
"FBgn0259676",101.778201746918,267.192665559056,169.551261958663,17,47,26,308.601061778499,307.647571407351,309.317800137601,368,374,361,0.331969797378955,0.868928481556387,0.549601930289005
"FBgn0259677",5.73128477829859,3.26530731661851,6.24271940664249,5,3,5,4.33500391019376,2.51986923125521,4.26527651052776,27,16,26,1.26172068317268,1.21178005101555,1.37556297226953
"FBgn0259682",1663.06755761101,3484.08425780726,2743.22189115323,383,845,580,3939.99623352539,3327.8647268488,3741.722744163,6478,5578,6021,0.422245406746413,1.04692877115086,0.733215383221481
"FBgn0259685",315.730172897224,329.172166411591,352.326695989486,245,269,251,318.775141826122,333.762388371712,263.003414913949,1766,1885,1426,0.990477781007276,0.986288119216595,1.33834138510917
"FBgn0259699",114.281427265296,100.418415680127,107.758285566672,67,62,58,0,0,0,0,0,0,115.281427265296,101.418415680127,108.758285566672
"FBgn0259700",411.541266585681,323.297306085962,448.265397887163,249,206,249,0,0,0.236540713085355,0,0,1,412.541266585681,324.297306085962,363.324388055269
"FBgn0259704",84.0731269908175,93.1375507506514,122.100590413284,12,14,16,97.1527044546227,143.429425881364,127.341961326892,99,149,127,0.866742566733329,0.651789274769928,0.959160894383884
"FBgn0259705",152.10331429015,72.2153473211573,118.34024614331,14,7,10,60.8715524909655,67.1736879310153,74.6352063648202,40,45,48,2.47453487307445,1.07395315616846,1.57783989598285
"FBgn0259709",141.385153283176,56.7994286184024,29.6157196306832,26,11,5,0,0,0,0,0,0,142.385153283176,57.7994286184024,30.6157196306832
"FBgn0259711",34.6755353062347,87.8036822054599,12.5899424861715,3,8,1,140.852616036501,100.050325504301,117.44975825389,87,63,71,0.251497196900865,0.87880649332179,0.114731703014895
"FBgn0259717",45.5649581158627,129.799509946277,264.698530302604,3,9,16,0,0,0,0,0,0,46.5649581158627,130.799509946277,265.698530302604
"FBgn0259718",27.5462695171139,143.862069860258,0,2,11,0,0,0,0,0,0,0,28.5462695171139,144.862069860258,1
"FBgn0259720",147.637895888972,249.904853298537,139.836914708792,23,41,20,0,0,0,0,0,0,148.637895888972,250.904853298537,140.836914708792
"FBgn0259721",75.1665438569052,89.2186027781531,122.811113096978,8,10,12,0,0,0,0,0,0,76.1665438569052,90.2186027781531,123.811113096978
"FBgn0259722",16.1712306410175,15.3554975813863,70.4571203540445,1,1,4,142.701114849583,173.306044794595,168.949842142861,63,78,73,0.119492675188994,0.0938320733549998,0.420460057232518
"FBgn0259725",18.0950494586558,47.2512488075503,54.2018730827073,4,11,11,0,0,0,0,0,0,19.0950494586558,48.2512488075503,55.2018730827073
"FBgn0259726",22.6188118233198,42.9556807341366,34.4921010526319,5,10,7,0,0,0,0,0,0,23.6188118233198,43.9556807341366,35.4921010526319
"FBgn0259727",9.29183593273164,17.6462468885696,96.1494855119215,2,4,19,0,0,0,0,0,0,10.2918359327316,18.6462468885696,97.1494855119215
"FBgn0259728",59.2945123503976,67.5641893580997,116.254248584173,5,6,9,0,0,0,0,0,0,60.2945123503976,68.5641893580997,117.254248584173
"FBgn0259730",27.2600745091439,19.4137362278955,7.42316089444397,4,3,1,0,0,0,0,0,0,28.2600745091439,20.4137362278955,8.42316089444397
"FBgn0259731",6.81501862728596,0,0,1,0,0,0,0,0,0,0,0,7.81501862728596,1,1
"FBgn0259732",6.81501862728596,0,0,1,0,0,0,0,0,0,0,0,7.81501862728596,1,1
"FBgn0259734",800.939667458974,724.321416961141,697.207104138612,483,460,386,677.304463041124,632.482001140491,671.868686684859,2916,2776,2831,1.18227095818232,1.14497557255819,1.03765729919547
"FBgn0259735",47.8410424433978,83.2842524091295,83.5933921047641,48,88,77,197.542061691301,207.877366039434,203.124002279489,1415,1518,1424,0.245998465148092,0.403510701074321,0.414421582763882
"FBgn0259736",1.84481080787843,0,0,1,0,0,0.516803653597053,0,0,2,0,0,1.8755300339184,1,1
"FBgn0259740",198.645968820575,15.7187979973497,108.186130385903,12,1,6,16.23081379905,131.917538990499,54.4901753093315,7,58,23,11.5865664355088,0.125783234660588,1.96766598370327
"FBgn0259742",536.68271689877,365.478291866063,377.906372808057,99,71,64,517.857815595015,379.864429477663,419.731476600091,682,510,541,1.03628142573542,0.962227668172296,0.900589553864568
"FBgn0259745",1732.33321697671,1755.9417902503,1703.80632247972,1319,1408,1191,1256.28303614734,1321.09205630029,1041.70564543685,6829,7321,5542,1.3786340602257,1.32891032956274,1.63498330515461
"FBgn0259749",133.878634719167,177.067425641216,197.905865850962,28,39,38,589.358648536674,649.719007171914,690.456414507898,880,989,1009,0.228468973993167,0.273647186694474,0.287662189080307
"FBgn0259785",2528.2670130506,2093.94513072928,2172.9385611657,986,860,778,1120.58385953806,1209.82443329822,1012.48729636107,3120,3434,2759,2.25508506701614,1.73018075380488,2.14500819987704
"FBgn0259789",1223.1946304499,1334.40070354116,1297.85271136655,1236,1420,1204,924.030166812856,1050.9364120953,845.557771118273,6666,7729,5970,1.32341049445749,1.26946903651832,1.53427533911928
"FBgn0259791",3480.90182193683,3225.6669424811,3380.39326885449,664,648,592,1105.84029817241,1408.86241148742,1303.96317273922,1506,1956,1738,3.14580326329469,2.28863959787178,2.59117907653799
"FBgn0259824",407.994772448874,346.633667141555,459.02093121705,152,136,157,524.856009654454,522.953746198633,517.068319389218,1396,1418,1346,0.777769512832285,0.663481594823382,0.887954182875718
"FBgn0259832",22.1416217004649,42.049442743965,24.1174425684467,1,2,1,58.9259743891973,51.7171262636255,95.0654131703802,19,17,30,0.386170136344694,0.816612091650921,0.261461869985389
"FBgn0259834",307.414431342132,224.768682083953,210.95344756267,100,77,63,397.868876747187,372.95891417055,399.486363066064,924,883,908,0.773222603521438,0.603725900169312,0.529240111798029
"FBgn0259876",791.859492836277,720.112282633085,802.588027228782,331,317,308,632.988524761506,726.74978699161,666.61939347963,1889,2211,1947,1.25058965875531,0.99087941422015,1.20366189939523
"FBgn0259916",148.079417086707,131.82166574497,151.212536738674,16,15,15,331.862686172967,308.99896448267,252.988010463469,256,243,191,0.447870618364356,0.428458417487374,0.599290243901361
"FBgn0259917",2360.42857064771,1676.38935444969,1774.24583534675,242,181,167,0,0,0,0,0,0,2361.42857064771,1677.38935444969,1775.24583534675
"FBgn0259923",87.1998822577361,162.645248120945,152.648382784857,28,55,45,234.684219599219,253.739802486165,280.795585370316,538,593,630,0.374229052788176,0.642401566319155,0.545247657385913
"FBgn0259927",14.1570980476894,47.0503769192252,25.7006919456918,12,42,20,45.4432551686853,53.167088013505,47.2762351467808,275,328,280,0.326357357869031,0.887076981270347,0.553081487496075
"FBgn0259932",1605.03949001738,1200.30834026038,1385.93119647297,193,152,153,0,0,0,0,0,0,1606.03949001738,1201.30834026038,1386.93119647297
"FBgn0259933",45.1209315822029,38.5603875205835,117.953579818852,10,9,24,0,0,0,0,0,0,46.1209315822029,39.5603875205835,118.953579818852
"FBgn0259937",2469.98485781781,3072.66566902002,3119.250498476,803,1052,931,1730.27923168516,1674.01607819676,1965.58607940528,4016,3961,4465,1.42725957349621,1.83500666592346,1.58663306485908
"FBgn0259938",22.6721161716858,64.5853675766988,49.3905520627969,11,33,22,174.373328272725,169.913020532497,170.202935135328,604,600,577,0.134981279108035,0.383735348964992,0.294332290640728
"FBgn0259978",737.415003489012,887.649113027056,993.881691083645,198,251,245,1372.49690158981,1262.89711625328,1304.28532407422,2631,2468,2447,0.537616795956586,0.703102413637421,0.762194803491928
"FBgn0259982",249.142520736389,246.432194122643,293.98947795602,24,25,26,200.659369917548,195.403895113011,234.739166605873,138,137,158,1.24042101707778,1.25981307030734,1.25133842714057
"FBgn0259984",576.492984161683,523.551096902711,561.922824553219,390,373,349,341.216773506822,340.189000803691,313.734608754993,1648,1675,1483,1.68750636692614,1.5374208889123,1.78856347187236
"FBgn0259985",64.4952042157677,311.776650334024,159.660164489437,11,56,25,338.357415069614,338.345234852533,335.649950411622,412,420,400,0.19299771069488,0.921706327981725,0.477232105018873
"FBgn0259990",12.2178448032833,52.2069041751323,6.65405574938517,2,9,1,0,0,0,0,0,0,13.2178448032833,53.2069041751323,7.65405574938517
"FBgn0259991",24.3167949166367,32.3262398110463,42.3787498700416,5,7,8,0,0,0,0,0,0,25.3167949166367,33.3262398110463,43.3787498700416
"FBgn0259994",2.78090320244313,6.60156195702153,0,2,5,0,0.779039741736522,1.5283467594974,1.19398531644834,4,8,6,2.12524943301862,3.00653457776995,0.455791564557423
"FBgn0260003",273.712797744259,240.636086602702,233.981504216684,553,512,434,140.668146439383,117.582043235042,103.847441623415,2029,1729,1466,1.93912890546502,2.03771228771757,2.24117537422304
"FBgn0260008",559.566687537355,352.167341617001,503.191824053629,86,57,71,452.042036179653,413.0203145844,497.263424675221,496,462,534,1.23733923735735,0.853019354790637,1.0118981227295
"FBgn0260011",57.3056948534654,202.112844140649,142.672920779329,7,26,16,18.3469328256701,67.4880733659498,35.1489905169737,16,60,30,3.01369190552539,2.96566736598595,3.9744656413536
"FBgn0260012",347.069583246363,363.933704089581,340.932270903678,163,180,147,559.208761661905,590.957646281863,582.041801309745,1875,2020,1910,0.621321205712288,0.61648617326216,0.586462703249683
"FBgn0260049",111.983874157281,229.683639879327,322.018810632217,25,54,66,1097.98719041802,1089.95878864466,1066.74510915284,1750,1771,1664,0.102807271224249,0.211450370335175,0.302524270880065
"FBgn0260222",147.941283302112,140.478610958072,132.705927764687,17,17,14,0,0,0,0,0,0,148.941283302112,141.478610958072,133.705927764687
"FBgn0260223",75.9415968597712,245.176852120745,148.892923295215,5,17,9,0,0,0,0,0,0,76.9415968597712,246.176852120745,149.892923295215
"FBgn0260224",154.719341808654,85.7002770420613,56.1752716336301,12,7,4,0,0,0,0,0,0,155.719341808654,86.7002770420613,57.1752716336301
"FBgn0260228",8.6557762358931,0,0,2,0,0,0,0,0,0,0,0,9.6557762358931,1,1
"FBgn0260229",88.6912283325666,35.090556092675,24.1514107974163,12,5,3,0,0,0,0,0,0,89.6912283325666,36.090556092675,25.1514107974163
"FBgn0260233",463.194150520152,356.800079018427,380.969788575021,196,159,148,0,0,0,0,0,0,464.194150520152,357.800079018427,381.969788575021
"FBgn0260237",15.171852093994,39.6179606915492,8.26286069927266,4,11,2,0,0,0,0,0,0,16.171852093994,40.6179606915492,9.26286069927266
"FBgn0260243",1149.74724369324,1129.07478424034,1065.02897364761,234,242,199,1138.3236797071,1043.69125893616,1170.82669675711,1654,1546,1665,1.01002661858926,1.08173086983721,0.909715554866362
"FBgn0260388",4.18466056061419,23.8414304553103,22.7904062548718,1,6,5,49.236057170324,46.5716142641345,61.6863849256287,84,81,103,0.10320596106967,0.522190193449855,0.379514726891603
"FBgn0260390",484.800360623277,521.05022681367,673.13373714897,91,103,116,0,0,0,0,0,0,485.800360623277,522.05022681367,674.13373714897
"FBgn0260392",677.105076517444,620.778869964297,623.08311578948,58,56,49,0,0,0,0,0,0,678.105076517444,621.778869964297,624.08311578948
"FBgn0260397",538.869688035276,601.029443230365,562.111346839803,189,222,181,421.72525950709,350.607355335313,364.797058982411,1056,895,894,1.2771171721907,1.71222084548327,1.53940916968083
"FBgn0260398",159.82429471097,182.114642381477,58.0287704438768,30,36,10,0,0,0,0,0,0,160.82429471097,183.114642381477,59.0287704438768
"FBgn0260399",2075.99673589238,1688.2871614772,2135.82950730555,613,525,579,1823.92208188624,1892.41508440511,1935.34039292397,3845,4067,3993,1.13812899548325,0.892190611235126,1.10354022211913
"FBgn0260400",13.7127206350243,20.461576711809,13.8694989367026,14,22,13,5.35061798540512,29.6069936415189,12.7564210038612,39,220,91,2.31673841330668,0.70119845690091,1.08091333730837
"FBgn0260401",36.1485488611494,57.2084841005723,52.4990483464694,3,5,4,0,0,0,0,0,0,37.1485488611494,58.2084841005723,53.4990483464694
"FBgn0260407",341.425685683831,296.011423672862,420.400795210094,23,21,26,293.1778882102,244.751655035778,242.194939466038,141,120,114,1.16400891911753,1.20858361515255,1.73276958860792
"FBgn0260431",13.1353300200505,0,14.3074690581273,2,0,2,36.7971963118102,31.5831231949329,26.3184848476697,40,35,28,0.373978268214402,0.0306907350169401,0.560333749967581
"FBgn0260439",917.419663884988,1214.53798497911,941.236338585319,241,336,227,1454.58502864265,1491.68306781091,1558.69347982272,2728,2852,2861,0.630962565437639,0.81433092609656,0.604116354126465
"FBgn0260442",522.720475925584,470.276141618443,414.646796583269,552,523,402,312.632240250123,320.978262062091,290.025421827745,2357,2467,2140,1.66985535513796,1.46368931430396,1.428214737987
"FBgn0260444",124.656622127241,100.157969148942,78.3348637102128,26,22,15,216.914345193308,164.027773745483,244.963896541273,323,249,357,0.576633089555315,0.61297542136728,0.322546783596349
"FBgn0260450",82.0237076317187,48.2152337529423,123.378625063591,21,13,29,94.1005786144296,98.7447379366528,113.477039896791,172,184,203,0.873009489966673,0.493411830749393,1.08649407056408
"FBgn0260456",1764.39844576575,1367.27724261391,1562.88018406598,348,284,283,356.504392422088,257.747928505673,226.393459306621,502,370,312,4.93811679852433,5.28807032588054,6.87741938063932
"FBgn0260462",2250.21184557891,1582.49591255328,1884.21458844298,640,474,492,693.902050805177,836.212273062315,801.587742127493,1409,1731,1593,3.23961030618696,1.89139118417512,2.34892023574354
"FBgn0260463",13.1715972465115,17.5100465643167,2.86939452245073,5,7,1,0,1.08583973462786,0,0,3,0,14.1715972465115,8.87414610865067,3.86939452245073
"FBgn0260464",610.728168837354,365.796271390428,470.775933538416,65,41,46,0,0,0,0,0,0,611.728168837354,366.796271390428,471.775933538416
"FBgn0260467",28.7380303560251,60.0344453633717,56.3444742590326,5,11,9,0,0,0,0,0,0,29.7380303560251,61.0344453633717,57.3444742590326
"FBgn0260470",6.90015035241314,0,0,2,0,0,0,0,0,0,0,0,7.90015035241314,1,1
"FBgn0260475",31.1798237849685,82.8996143936279,40.7546088322414,5,14,6,201.771293109759,205.63210945965,199.914147529774,231,240,224,0.15870009650503,0.406033769935507,0.207823139114948
"FBgn0260484",962.480094132601,952.819860654957,780.699262849815,188,196,140,1574.02699701547,1260.51480015305,1326.91839969494,2195,1792,1811,0.611722907580827,0.756090900034815,0.588665134114712
"FBgn0260486",41.0343117898681,83.658855670807,42.066854746803,34,73,32,72.3528680838451,96.1772305887489,70.1271403410022,428,580,406,0.5730425120095,0.871179958081752,0.605491160481487
"FBgn0260499",2.05665857064871,0,0,1,0,0,0.576150496828068,0,0,2,0,0,1.93931897797837,1,1
"FBgn0260632",35.8975172718359,178.180591104908,117.302561149143,22,115,66,238.151431646207,198.184659226655,243.800218179113,1042,884,1044,0.154285161572526,0.89957023698806,0.483261665488321
"FBgn0260634",131.520794790186,282.637707598382,224.938829522087,114,258,179,638.631380342941,592.205556348305,557.917037641299,3952,3736,3379,0.207183072724066,0.478144050680203,0.404243947322804
"FBgn0260635",197.013233367866,310.735080232686,316.434965522623,59,98,87,531.331377555884,579.000286825731,595.938851266539,1136,1262,1247,0.371973627173759,0.537474010467775,0.531771327748418
"FBgn0260639",1446.62584591092,829.578681767153,1001.04334051129,255,154,162,653.178081061569,707.746817388055,713.6689033475,822,908,879,2.21289261719344,1.17189758231026,1.40210849502158
"FBgn0260648",254.489056402046,144.991046512896,354.814130822695,25,15,32,65.5889502058327,48.9523092778883,74.3003976068791,46,35,51,3.83680859380281,2.92260855650811,4.72526231110086
"FBgn0260653",37.1728288761053,11.7659007441791,13.4966561717163,9,3,3,0,1.70247363351333,0,0,3,0,38.1728288761053,4.72378364246347,14.4966561717163
"FBgn0260655",152.10331429015,151.308346768139,173.565694343521,63,66,66,240.442632339314,260.733425747052,233.580553252863,711,786,676,0.634118808293083,0.581921649225403,0.744160979769495
"FBgn0260659",87.3012512761189,201.837325171032,206.720936300971,23,56,50,370.569059993418,305.609102425054,373.199650560293,697,586,687,0.237644251859084,0.661550239594117,0.555107242858054
"FBgn0260660",1.59791849665353,0,0,1,0,0,0,0,0,0,0,0,2.59791849665353,1,1
"FBgn0260741",168.37104843883,213.170437012186,171.169357095414,30,40,28,264.136965525503,197.406825081264,222.493736514164,336,256,277,0.638805864369517,1.07945095600651,0.770354282767575
"FBgn0260742",1041.75511772536,719.103194549644,800.739840799472,282,205,199,314.603723877277,309.615294694592,296.600073657028,608,610,561,3.30400131188197,2.31831209489435,2.69401761547763
"FBgn0260743",2304.11751611063,1556.76775871701,2344.25032830571,364,259,340,485.878347392,326.144866010056,471.084098074695,548,375,520,4.7344835284998,4.76170626706129,4.96786555164719
"FBgn0260744",40.0032130695032,54.2647314474255,40.4605720410477,14,20,13,154.088885699122,159.785470516585,161.939906649724,385,407,396,0.264385245175151,0.343717198263414,0.254453147135874
"FBgn0260745",50.7155166749137,36.8261322041376,45.4927086083605,17,13,14,10.0287526503023,60.2539197370983,14.5165264227198,24,147,34,4.68915373430703,0.617529986105172,2.99633483305157
"FBgn0260746",4.6937069257694,40.1124603635408,5.11255267327537,1,9,1,1.31489086999715,34.8245702368662,16.7937559044276,2,54,25,2.4596005796923,1.14760512384969,0.34352234042698
"FBgn0260748",698.440161452725,650.89419844983,571.078902209457,377,370,283,510.429726664776,436.798536200746,492.63518008737,1967,1716,1858,1.3676173381904,1.48902781655468,1.15891031532275
"FBgn0260749",270.811378498489,286.474915606746,344.140292983254,114,127,133,434.559230061069,409.294237245945,370.918646253594,1306,1254,1091,0.624051471622766,0.70065550405092,0.927999433370486
"FBgn0260750",8.07317591232337,7.66593686947669,131.903858970504,1,1,15,132.304319339113,107.59502404294,92.4328324979697,117,97,80,0.0680636303257517,0.0798004968077548,1.42245349324492
"FBgn0260755",109.062088663681,39.8310069157462,155.346404649515,13,5,17,185.665533844746,124.488791446256,199.310604047381,158,108,166,0.589621910358783,0.325375728343302,0.78051986010952
"FBgn0260756",595.031733909269,477.341328040729,625.780445295062,58,49,56,216.98655610086,208.617091693742,276.033532044279,151,148,188,2.73425914226331,2.2819767423336,2.26247140795534
"FBgn0260759",67.0921468512718,27.3033367953964,73.0791547416494,7,3,7,0,0,0,0,0,0,68.0921468512718,28.3033367953964,74.0791547416494
"FBgn0260760",249.199402590438,309.437817014493,52.1993962440352,26,34,5,0,0,0,0,0,0,250.199402590438,310.437817014493,53.1993962440352
"FBgn0260766",19.8395627334979,37.6775725153864,21.609957991387,3,6,3,28.7154932403033,20.8984806896492,15.1433752044563,31,23,16,0.701302938671504,1.76622173307522,1.40057191913285
"FBgn0260770",7.1298428573508,40.621132868151,31.0643146126188,1,6,4,0,0,0,0,0,0,8.1298428573508,41.621132868151,32.0643146126188
"FBgn0260771",425.132103923715,340.458884881591,373.802704289277,83,70,67,500.777695887974,506.704012036004,544.661254940147,698,720,743,0.849244809834778,0.672555025736878,0.686877986838902
"FBgn0260775",7.1298428573508,27.080755245434,7.7660786531547,1,4,1,0,0,0,0,0,0,8.1298428573508,28.080755245434,8.7660786531547
"FBgn0260779",37.9113619001338,23.9993207232262,27.5296033171432,6,4,4,81.4234890574516,49.4844819701326,75.9607563875549,92,57,84,0.472090690955966,0.495188219184189,0.370703260418535
"FBgn0260780",668.768538451299,1481.74490279753,1158.20844587259,339,791,539,2551.85962635069,2504.78897437224,2357.51502999403,9235,9241,8350,0.262360112376696,0.591727762378313,0.491499282866779
"FBgn0260789",482.940826180511,562.439107178537,566.359683057577,287,352,309,598.672743522256,603.663521335018,548.361446763749,2540,2611,2277,0.80700820807366,0.931822554690477,1.03276210298312
"FBgn0260794",275.885091417841,465.161996242069,378.519288611962,312,554,393,967.935383150478,1123.19869612694,902.68810817089,7815,9245,7133,0.285762184179459,0.414661569923606,0.419967116066326
"FBgn0260795",214.705189808223,619.671828237914,538.50386569385,76,231,175,1262.69802007211,1130.6949995094,1129.25427832059,3191,2913,2793,0.170693620138705,0.548444438216111,0.47732963815495
"FBgn0260798",662.455522460199,565.739445826009,458.355873569597,159,143,101,506.550876389884,378.960222684318,394.142184227399,868,662,661,1.30717047949801,1.49157572817003,1.1625078058111
"FBgn0260799",1031.92326745228,1325.0507639196,1413.52465627982,264,357,332,1829.21055622586,1386.67840696705,1657.55133844939,3341,2582,2963,0.564374008191884,0.955589391073585,0.852867573940932
"FBgn0260812",6.54309768455136,6.21304110369059,21.38092477078,2,2,6,5.95717702759932,7.64149558882746,5.61857928213968,13,17,12,1.0842181612783,0.834698233603947,3.38153005603109
"FBgn0260817",99.2335445323854,121.150105411361,77.2062209192507,21,27,15,373.965383093697,366.829027323716,360.460995260261,565,565,533,0.267314128321384,0.332083920347753,0.216361438563904
"FBgn0260855",426.045818586305,387.460731424665,503.280971334,71,68,77,522.79579841769,510.345916944315,467.184813769041,622,619,544,0.81529065310632,0.759682865458312,1.07709809567374
"FBgn0260856",782.853421801054,557.522681416487,786.093704975734,64,48,59,203.887775205316,142.854999119805,173.311560933693,119,85,99,3.82576960004355,3.88253925712613,4.51544177999265
"FBgn0260857",74.4335367802864,70.6788505696433,220.062500275006,7,7,19,247.242114266496,203.077333631637,289.145258700589,166,139,190,0.303870827893876,0.351233766602541,0.761902852609175
"FBgn0260858",1028.79409856156,1004.03420945358,949.396507044339,144,148,122,648.462286753994,573.264246337715,666.661579520755,648,584,652,1.58561031112132,1.75012499187097,1.42347041704351
"FBgn0260859",681.017239181767,646.664363478523,762.111185162915,73,73,75,100.616618164067,94.8512376900878,76.103032089995,77,74,57,6.71167031046641,6.7569744438,9.89729151341555
"FBgn0260860",49.9292515985746,47.4106466713592,76.1386055586166,5,5,7,155.257209500387,159.154557031353,204.368025230406,111,116,143,0.325932171458934,0.302274550089024,0.375611565978069
"FBgn0260861",150.910347119247,156.32498714227,732.224472019271,11,12,49,340.128751242165,243.159969436036,292.552935536875,177,129,149,0.445316750834078,0.644352092219135,2.49775894994301
"FBgn0260862",505.6047396185,414.632059874615,517.345549052197,66,57,62,180.268658953537,175.776053275057,232.431465660953,168,167,212,2.79477292182293,2.35117852319006,2.22054703544152
